Tweet_ID,Raw_text,Cleaned_text,Created_at,Sentiment,Annotation
724910679011000320,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",relief sleep sleeping sad angry scared hurting lonely,4/26/2016 10:39:08,-0.921246,S3_Sleep_Disorder
724460040476712960,i'm disappointed in myself.. because i know i'm better than the choices i keep making and the things i choose to deal with.,disappointed choices making things choose deal,4/25/2016 4:48:28,-0.269902,S6_Feeling_Bad_About_Yourself
724427369256095745,"i hate this feeling like i'm here, but i'm not.like someone cares but they don't. it's like i belong somewhere anywhere but here.",hate feeling cares belong,4/25/2016 2:38:38,-0.511111,S6_Feeling_Bad_About_Yourself
723869011205824513,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,wanted cry tears stare blankly space feeling heart breaks pieces,4/23/2016 13:39:55,0,S2_Feeling_Down
723751290652622849,i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,literally notice smallest people treat thinking hates,4/23/2016 5:52:08,-0.746763,S6_Feeling_Bad_About_Yourself
723692740836347904,"i feel myself changing. i don't laugh the same anymore, i don't smile the same, or talk the same. i'm just so tired and mentally exhausted.",feel changing laugh smile talk tired mentally exhausted,4/23/2016 1:59:29,-0.897819,S4_lassitute
718849944652623872,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",afraid happy happy bad,4/9/2016 17:15:57,-0.757452,S2_Feeling_Down
718749098447212544,"pain changes people, it makes them trust less, overthink more, and shut people out",pain people trust shut people,4/9/2016 10:35:13,-0.549439,S2_Feeling_Down
718714260914724864,"nothing hurts more then being ignored, replaced, forgotten, lied to.",hurts replaced forgotten lied,4/9/2016 8:16:47,-0.875213,S6_Feeling_Bad_About_Yourself
718692844433608705,the worst feeling in the world is finding out you didn't mean as much as you thought you did and you feel stupid for caring too much..,worst feeling finding thought feel stupid caring,4/9/2016 6:51:41,-0.69336,S6_Feeling_Bad_About_Yourself
717760075482333184,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,prefer distance mad turn heartless person 'll meet hate,4/6/2016 17:05:11,-0.88369,S6_Feeling_Bad_About_Yourself
717750715783864320,you think you’re doing okay and then suddenly it’s a nighttime and you’re alone and you’re not really sure how to distract yourself anymore.,suddenly nighttime distract,4/6/2016 16:28:00,-0.778823,Other
717725943255556096,"i'm sorry i have trust issues, but when you give someone everything and they just toss it away like nothing, something inside of you breaks",trust issues toss breaks,4/6/2016 14:49:34,-0.600043,S2_Feeling_Down
717714104450834432,social anxiety sucks. you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,social anxiety sucks unintentionally sad feel dont wrong,4/6/2016 14:02:31,-0.969402,S2_Feeling_Down
717690130966839296,"when i’m hurt, i shut down, i turn into a total bitch i shut off my emotions i act differently towards everything and everyone and i hate it",hurt shut turn total bitch shut emotions differently hate,4/6/2016 12:27:15,-0.947334,S6_Feeling_Bad_About_Yourself
717689896341622785,"all the things i did wrong:

1. i relied on someone for my happiness.
2. i love people more than i love myself.
3. i never asked for help.",things wrong relied happiness love people love asked,4/6/2016 12:26:19,-0.0200061,S2_Feeling_Down
714043421007065088,we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,hide fake smile mask pain closely broken,3/27/2016 10:56:32,-0.778188,S2_Feeling_Down
714035908312338432,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",relief sleep sleeping sad angry scared hurting lonely,3/27/2016 10:26:41,-0.921246,S3_Sleep_Disorder
713941169525301248,"typing 'haha' when you can't even smile, acting like you're happy when all you want to do is cry, tell everyone you're okay when you're  not",typing 'haha' smile acting happy cry,3/27/2016 4:10:13,0,S6_Feeling_Bad_About_Yourself
713715569124487169,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",annoying talk needy emotional care insecure afraid lose,3/26/2016 13:13:46,-0.976397,S2_Feeling_Down
713634174196842496,do you ever feel the need to ask someone if they actually still want you in their life because it always feels like they don't really care.,feel life feels care,3/26/2016 7:50:20,-0.446029,Other
713574632155013120,"it sucks, doesn't it? 
feeling like you're not good enough, no matter how hard you try.",sucks feeling good matter,3/26/2016 3:53:44,-0.829211,S6_Feeling_Bad_About_Yourself
713559946445455360,"she took a deep breath and closed her eyes, wanting to scream out so loud but with all the strength she had, she kept everything inside.",deep breath closed eyes scream loud strength,3/26/2016 2:55:23,0,Other
713004544930631681,"you smile, but all you want is to cry. you talk, but you really just want to be quiet. you pretend like you're happy, but you really aren't.",smile cry talk quiet pretend happy,3/24/2016 14:08:25,-0.21102,S1_little_interest
712981393383395328,"that worthless feeling where you should just lock yourself in a dark room, because everything you do or say just seems to piss people off.",worthless feeling lock dark room piss people,3/24/2016 12:36:25,-0.887274,S6_Feeling_Bad_About_Yourself
712943137870602241,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",scared promised stay turned walked,3/24/2016 10:04:24,-0.687863,Other
711882401442430976,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything,moods wrong feel irritated,3/21/2016 11:49:25,-0.772223,S6_Feeling_Bad_About_Yourself
711470204732047360,"do you ever write a really long message and about halfway through you're like ""you know what, they don't even care"" and end up deleting it.",write message halfway care deleting,3/20/2016 8:31:29,-0.783095,Other
711418733302943744,i'm scared to get close to people because i think they will eventually walk out of my life no matter how close we are because they always do,scared people eventually walk life matter,3/20/2016 5:06:58,-0.674325,Other
710999814993915904,if i annoy you just tell me so i’ll leave you alone because nothing sucks more than being unsure of whether someone enjoys my company or not,annoy leave sucks unsure enjoys company,3/19/2016 1:22:20,-0.908547,S2_Feeling_Down
710999529743454208,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,wanted cry tears stare blankly space feeling heart breaks pieces,3/19/2016 1:21:12,0,S2_Feeling_Down
710653141771886592,i cannot make you understand. i cannot make anyone understand what is happening inside me. i cannot even explain it to myself.,understand understand happening explain,3/18/2016 2:24:46,-0.700158,S6_Feeling_Bad_About_Yourself
681125102486814721,"she’s hurts, mentally and emotionally. but everyday, she walks with a smile, because that’s who she is, the girl who never stopped smiling.",hurts mentally emotionally everyday walks smile girl stopped smiling,12/27/2015 14:50:53,0.737359,Other
681115609728299008,"when i’m hurt, i shut down, i turn into a total bitch i shut off my emotions i act differently towards everything and everyone and i hate it",hurt shut turn total bitch shut emotions differently hate,12/27/2015 14:13:10,-0.947334,S6_Feeling_Bad_About_Yourself
681112779273588736,"so many people in this world have trust issues because people say ""i'm here for you"" and then run away as soon as things start to fall apart",people trust issues people things start fall,12/27/2015 14:01:55,-0.358325,Other
680753199809085441,"just because her eyes don't tear up, doesn't mean her heart doesn't cry and just because she comes off strong doesn't mean nothing is wrong.",eyes tear heart cry strong wrong,12/26/2015 14:13:05,0,Other
679283133578002432,hate getting flashbacks from things you don't want to remember; it feels like your heart suddenly drops and anxiety starts taking over վou.,hate flashbacks things remember feels heart suddenly drops anxiety starts ou,12/22/2015 12:51:34,-0.854669,Other
679276352265031680,when i cry about one thing i end up crying about everything that's messed up in my life.,cry thing crying messed life,12/22/2015 12:24:37,-0.836968,S6_Feeling_Bad_About_Yourself
679117043711389696,it really sucks wanting to talk to someone but you really don't want to annoy anyone because they seem totally fine without you....,sucks talk annoy totally fine,12/22/2015 1:51:35,-0.875106,Other
678979743027363840,everything is changing and i don't know where i fit anymore.,changing fit,12/21/2015 16:46:00,-0.354731,S2_Feeling_Down
678959314292228098,"they say ""it will get better"" but its a lie... it doesnt get better. you just get used to it.",lie doesnt,12/21/2015 15:24:49,-0.662962,Other
678939510869127172,"it's painful to say goodbye to someone you don't want to let go, but more painful to ask someone to stay when you know they want to leave.",painful goodbye painful stay leave,12/21/2015 14:06:08,-0.814447,Other
678898280437186561,"i hate the fact that i cry when i'm angry and that's the worst thing ever, because you're trying to act tough and mean but instead you cry.",hate fact cry angry worst thing tough cry,12/21/2015 11:22:18,-0.922457,S6_Feeling_Bad_About_Yourself
678207959134932992,the worst sadness is the sadness you've taught yourself to hide.,worst sadness sadness 've taught hide,12/19/2015 13:39:12,-0.803527,S2_Feeling_Down
678203243151753216,"every night i convince myself tomorrow will be different, but it never is.",night convince tomorrow,12/19/2015 13:20:28,-0.264999,Other
6.78E+17,my biggest problem is overthinking everything.,biggest problem thinking,12/19/2015 13:06:10,-0.75622,Other
678165640918654977,"you smile, but you want to cry, you talk but you just want to be quiet. and you pretend that you''re happy, but you aren't.",smile cry talk quiet pretend ''re happy,12/19/2015 10:51:03,0,S1_little_interest
677587115027263488,i'm the type of person that one thing can change my mood completely and i can go from confident to insecure in a matter of seconds.,type person thing change mood completely confident insecure matter seconds,12/17/2015 20:32:11,0.802962,Other
677543991760564224,"i'm a paradox, neither happy or sad. i smile at pretty things &amp; laugh at funny things, but at night i become a mess of emotions and thoughts",paradox happy sad smile pretty things amp laugh funny things night mess emotions thoughts,12/17/2015 17:40:50,-0.80724,Other
677167497158651905,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",tired body tired mind mess lay bed tired life,12/16/2015 16:44:47,-0.85369,S4_lassitute
677126228629843969,Have you ever just randomly started crying because you've been holding in all of these emotions and pretending to be happy for way too long?,randomly started crying 've holding emotions pretending happy,12/16/2015 14:00:47,-0.749513,Other
676988702531452929,it hurts so much when you can feel yourself becoming less and less important to the one person who truly means the most to you.,hurts feel person,12/16/2015 4:54:19,-0.699313,S6_Feeling_Bad_About_Yourself
676058500393336832,"happy birthday sweetheart, another year with out you is so painful. it doesn't get easier as the years go by.  r.i.p 💜",happy birthday sweetheart year painful easier years,12/13/2015 15:18:01,-0.857552,Other
675719524335771648,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",laughing deep hurting mind things upset pretending fine,12/12/2015 16:51:03,-0.820794,Other
675681064950476800,"pain changes people, it makes them trust less, overthink more, and shut people out.",pain people trust shut people,12/12/2015 14:18:14,-0.467448,S2_Feeling_Down
675672933696598016,sick of people pretending they care and pretending they want to talk to you and want you in their life and yet they make no effort to do so.,sick people pretending care pretending talk life effort,12/12/2015 13:45:55,-0.801632,Other
675648690560696320,"have you ever really wanted to ask a question, but you didn't because you knew in your heart that you wouldn't be able to handle the answer?",wanted question knew heart handle answer,12/12/2015 12:09:35,-0.416473,Other
675343722523983872,"""you've changed""

try going through what i've gone through and then see if you're the same. pain changes people it makes it harder to trust.",ve changed pain people harder trust,12/11/2015 15:57:45,-0.787111,Other
675333023164932096,"""are you ok?""
""i'm not ok, but it's ok""",,12/11/2015 15:15:14,0,S2_Feeling_Down
675299438668161024,"physically, mentally, emotionally tired.",physically mentally emotionally tired,12/11/2015 13:01:47,-0.770504,S4_lassitute
675183932921507840,"just because her eyes don't tear up, doesn't mean her heart doesn't cry and just because she comes off strong doesn't mean nothing is wrong.",eyes tear heart cry strong wrong,12/11/2015 5:22:48,0,Other
673177426751426560,please don't expect me to always be good and kind and loving there are times when i'll be cold and thoughtless and really hard to understand,expect good kind loving times cold thoughtless understand,12/5/2015 16:29:40,0,Other
6.73E+17,Its sad nobody ever knows how much someone is actually hurting... Someone right next to you could be completely broken and you wouldn't know,sad hurting completely broken,12/5/2015 10:08:41,-0.705775,Other
673049809205354496,"you're so afraid to tell people how you feel because you fear rejection, so you bury it deep inside yourself where it only destroys you more",afraid people feel fear rejection bury deep destroys,12/5/2015 8:02:33,-0.850304,S6_Feeling_Bad_About_Yourself
672945279067262976,"my problem is that i start depending on people for my happiness, and when they leave like they always do, they take my happiness with them.",problem start depending people happiness leave happiness,12/5/2015 1:07:11,0.830502,Other
672793541047771137,every night i think about all the mistakes i’ve made and how much i regret making those decisions because my life could have been different.,night mistakes ive regret making decisions life,12/4/2015 15:04:14,-0.759637,S6_Feeling_Bad_About_Yourself
672773538533605377,"how painful is it to say ""i'm fine"" to the person who's the reason you're broken.",painful fine person reason broken,12/4/2015 13:44:45,-0.526704,S6_Feeling_Bad_About_Yourself
672769865137045504,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",pretends happened people strong painful emotional mentally,12/4/2015 13:30:09,-0.804225,Other
672749774550921217,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",afraid happy happy bad,12/4/2015 12:10:19,-0.757452,S2_Feeling_Down
672488381427814400,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",tired body tired mind mess lay bed tired life,12/3/2015 18:51:39,-0.85369,S4_lassitute
672444265302110208,one minute everything is okay and the next i have no idea what's going on,minute idea,12/3/2015 15:56:20,-0.211974,Other
672374837466161152,the worst feeling is feeling unwanted by the person you needed the most.,worst feeling feeling unwanted person,12/3/2015 11:20:28,-0.901972,S2_Feeling_Down
672353512714452994,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",hate sad point body completely shuts lay problems,12/3/2015 9:55:43,-0.90476,S6_Feeling_Bad_About_Yourself
672346420955910144,i cannot make you understand. i cannot make anyone understand what is happening inside me. i cannot even explain it to myself.,understand understand happening explain,12/3/2015 9:27:33,-0.700159,S6_Feeling_Bad_About_Yourself
671670870163632128,"it really hurts when someone is not in the mood to talk to you, but when it comes to someone else, they act like the happiest person alive.",hurts mood talk happiest person alive,12/1/2015 12:43:09,-0.661113,Other
671637802178781184,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",worst type crying night asleep control hand mouth sound,12/1/2015 10:31:45,-0.778574,S3_Sleep_Disorder
670958861453418496,it's scary that you never really know what someone is thinking or feeling towards you and everything that they say could be one massive lie.,scary thinking feeling massive lie,11/29/2015 13:33:53,-0.511657,Other
670931157307940864,"all i ever wanted is for someone to not give up on me, no matter how much i screw up and no matter how much i push them away they will stay.",wanted matter screw matter push stay,11/29/2015 11:43:47,-0.714503,Other
670783575101276160,i'm so sorry for all the people that have to deal with my constant up and down moods daily.,people deal constant moods daily,11/29/2015 1:57:21,-0.888799,S6_Feeling_Bad_About_Yourself
670748958893838336,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",stand people life minute treat,11/28/2015 23:39:48,-0.205795,S2_Feeling_Down
670543861232480256,"she’s hurts, mentally and emotionally. but everyday, she walks with a smile, because that’s who she is, the girl who never stopped smiling.",hurts mentally emotionally everyday walks smile girl stopped smiling,11/28/2015 10:04:49,0.737359,Other
670433707325427713,"""why are you sad?""
""i don't know""
""no reason?""
""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",sad reason plenty reasons time,11/28/2015 2:47:06,-0.448816,S6_Feeling_Bad_About_Yourself
669606531361435649,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,feel sad time talk hug feel annoying stay quiet,11/25/2015 20:00:12,-0.728465,S6_Feeling_Bad_About_Yourself
669581394016792576,"i really just need a day off from reality, just a day without people, problems, and all the bullshit that constantly runs through my mind.",day reality day people problems bullshit constantly runs mind,11/25/2015 18:20:19,-0.84221,S1_little_interest
669579572560588800,"once you've been hurt, you get scared to get attached again, because you're always thinking everyone you love will always end up hurting you",ve hurt scared attached thinking love hurting,11/25/2015 18:13:04,-0.806207,S1_little_interest
668787382762606592,"when that one person you thought would never hurt you, hurts you, and it destroys your trust, you will never ever be the same person again..",person thought hurt hurts destroys trust person,11/23/2015 13:45:12,-0.48855,S6_Feeling_Bad_About_Yourself
668783242451914752,"how many times have you typed, ""i'm okay"" while crying?",times typed crying,11/23/2015 13:28:45,-0.552831,Other
668431619032682496,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",scared promised stay turned walked,11/22/2015 14:11:31,-0.687863,Other
668343465613262848,"it's easier just to say ""I’m fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",easier fine asks explain,11/22/2015 8:21:14,0,Other
668338744932462592,you think you’re doing okay and then suddenly it’s a nighttime and you’re alone and you’re not really sure how to distract yourself anymore.,suddenly nighttime distract,11/22/2015 8:02:28,-0.778823,Other
668309227937464320,i always get nervous when people stop replying to me its like did i say something wrong did i scare them away did i offend you in some way.,nervous people replying wrong scare offend,11/22/2015 6:05:11,-0.709023,S2_Feeling_Down
668279179926900736,the worse sound ever is the crack in the voice of a person who is about to cry.,worse sound crack voice person cry,11/22/2015 4:05:47,-0.737878,Other
665224652537511936,i'm sorry i can't live up to your expectations. i'm sorry i can't be normal like everyone else. i'm sorry i'm not as good as everyone else.,live expectations normal good,11/13/2015 17:48:11,-0.975954,S6_Feeling_Bad_About_Yourself
665201449605836801,"i can't stand how quickly my mood changes, it effects my whole life because nobody understands me and people just get really annoyed with me",stand mood effects life understands people annoyed,11/13/2015 16:15:59,-0.871324,S2_Feeling_Down
665170231627649024,dont come to my gravestone and display emotions which you never once showed to me while i was breathing because that could've kept me alive.,dont gravestone display emotions breathing 've alive,11/13/2015 14:11:56,-0.547222,Other
665138417609478145,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything,moods wrong feel irritated,11/13/2015 12:05:31,-0.772223,S6_Feeling_Bad_About_Yourself
665132515871473664,"have you been so sad and tired and want to be alone, but at the same time you really wish there was someone who you could talk to who cares.",sad tired time talk cares,11/13/2015 11:42:04,-0.719758,S2_Feeling_Down
664715155939311617,"i'm the girl who pretends people words don't hurt me, just so they don't know how sensitive i really am.",girl pretends people hurt sensitive,11/12/2015 8:03:37,-0.636564,Other
664505799889149952,"have you ever wanted to cry but no tears came out, so you just stare blankly into space while feeling your heart break into a million pieces",wanted cry tears stare blankly space feeling heart break pieces,11/11/2015 18:11:43,-0.783137,S2_Feeling_Down
664332142302724096,i don't really think people understand how stressful it is to explain what's going on in your head when you don't even understand yourself.,people understand stressful explain head understand,11/11/2015 6:41:40,-0.825567,S6_Feeling_Bad_About_Yourself
664111571451293696,the worst sadness is the sadness you've taught yourself to hide.,worst sadness sadness 've taught hide,11/10/2015 16:05:11,-0.803527,S2_Feeling_Down
664103192095928320,i'm disappointed in myself.. because i know i'm better than the choices i keep making and the things i choose to deal with.,disappointed choices making things choose deal,11/10/2015 15:31:54,-0.269902,S6_Feeling_Bad_About_Yourself
664058033299820544,"i need someone who will understand how unstable i am, sometimes being alone can be dangerous for me but other times its exactly what i need.",understand unstable dangerous times,11/10/2015 12:32:27,-0.628338,S6_Feeling_Bad_About_Yourself
664025622197305344,"it hurts like hell when you know that you need to let go of someone but you can't, because you're still waiting for the impossible to happen",hurts hell waiting impossible happen,11/10/2015 10:23:39,-0.874477,Other
663691666012815360,"i hate getting close to people these days... i always regret sharing too much, caring too much, doing too much, and feeling too much.",hate people days regret sharing caring feeling,11/9/2015 12:16:38,-0.865801,S6_Feeling_Bad_About_Yourself
663618732707610625,"it's kinda sad when you realize the person you used to tell everything to, now has no idea of what’s happening with your life.",kinda sad realize person idea happening life,11/9/2015 7:26:49,-0.681532,S2_Feeling_Down
663567655559782400,we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,hide fake smile mask pain closely broken,11/9/2015 4:03:52,-0.778188,S2_Feeling_Down
663495329191333888,"i hate that feeling when you’re not necessarily sad, but you just feel really empty.",hate feeling sad feel empty,11/8/2015 23:16:28,-0.924586,S2_Feeling_Down
663400298551992320,"nothing hurts more then being ignored, replaced, forgotten, lied to.",hurts replaced forgotten lied,11/8/2015 16:58:51,-0.875213,S6_Feeling_Bad_About_Yourself
663400188640235520,"it sucks, doesn't it? 
feeling like you're not good enough, no matter how hard you try.",sucks feeling good matter,11/8/2015 16:58:25,-0.829211,S6_Feeling_Bad_About_Yourself
663345614772502528,please don't expect me to always be good and kind and loving there are times when i'll be cold and thoughtless and really hard to understand,expect good kind loving times cold thoughtless understand,11/8/2015 13:21:33,0,Other
663307625673551872,i just don't want to bother people with my problems anymore and that's why i act like i'm perfectly fine and keep it all to myself..,bother people problems perfectly fine,11/8/2015 10:50:36,0.699872,Other
663291692963921920,"do you ever miss the person that you used to be? before you got your heart broken, before you lost someone, or before your family fell apart",person heart broken lost family fell,11/8/2015 9:47:17,-0.881057,Other
663257832121196544,"“are you okay?”
me: “no, but it’s okay.”",,11/8/2015 7:32:44,0,S2_Feeling_Down
663257410564259840,"i've disappointed a lot of people this year, but believe me when i say there's no one i've disappointed more than myself.",disappointed lot people year disappointed,11/8/2015 7:31:04,-0.817975,S6_Feeling_Bad_About_Yourself
662860092774051842,my thoughts always destroy my mood.,thoughts destroy mood,11/7/2015 5:12:16,-0.682529,S2_Feeling_Down
662686379365654528,she's just broken and probably cries herself to sleep almost every night although she tells you shes doing fine and she's okay but she's not,broken cries sleep night tells fine,11/6/2015 17:41:59,-0.657358,Other
662662137697832960,"it's unbelievable how fast people can change. one day, you mean everything. the next day, you don't exist anymore..",unbelievable fast people change day day exist,11/6/2015 16:05:39,0,S2_Feeling_Down
662657773654573056,"when you’re ignored by someone whose attention means the most to you, is the worst feeling. you start to over think and it eats away at you.",attention worst feeling start eats,11/6/2015 15:48:19,-0.708648,S2_Feeling_Down
662521497014013953,"i'm just so tired. tired of never being good enough, tired of getting put down, tired of crying, tired of insecurities, tired of being tired",tired tired good tired tired crying tired securities tired tired,11/6/2015 6:46:48,-0.98208,S4_lassitute
662308168404340738,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,feel sad time talk hug feel annoying stay quiet,11/5/2015 16:39:07,-0.728465,S6_Feeling_Bad_About_Yourself
662229635476815872,"i really hate when i say things without thinking, i always end up hating myself a little more each time, knowing i might of upset someone.",hate things thinking hating time knowing upset,11/5/2015 11:27:03,-0.949403,S6_Feeling_Bad_About_Yourself
661614466568581120,that feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart.,feeling feel pain chest hearing breaks heart,11/3/2015 18:42:35,-0.794378,Other
661573840431017984,it scares me that you never know what someone is thinking or feeling towards you and everything that they say could be one massive lie,scares thinking feeling massive lie,11/3/2015 16:01:09,-0.576359,Other
661567128156246017,"have you ever wanted to cry but no tears came out, so you just stare blankly into space while feeling your heart break into a million pieces",wanted cry tears stare blankly space feeling heart break pieces,11/3/2015 15:34:29,-0.783137,S2_Feeling_Down
661416351647449088,i'm literally so tired of being nice to people and going out of my way to make sure they're okay and happy just to be treated like shit.,literally tired nice people y're happy treated shit,11/3/2015 5:35:21,-0.649334,S4_lassitute
661169871229579264,i hate when i cry about one thing then i end up crying about everything that's messed up in my life.,hate cry thing crying messed life,11/2/2015 13:15:55,-0.903348,S6_Feeling_Bad_About_Yourself
661165023121707009,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",feel wrong total disappointment people,11/2/2015 12:56:40,-0.806634,S2_Feeling_Down
661160600865632256,"you dont know pain until you are staring at the mirror with tears streaming down your face, begging yourself to just hold on and be strong.",dont pain staring mirror tears streaming face begging hold strong,11/2/2015 12:39:05,-0.496096,Other
660847765447008256,if i annoy you just tell me so i’ll leave you alone because nothing sucks more than being unsure of whether someone enjoys my company or not,annoy leave sucks unsure enjoys company,11/1/2015 15:55:59,-0.908547,S2_Feeling_Down
660832569018073088,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",feel physically sick good matter,11/1/2015 14:55:36,-0.839394,S6_Feeling_Bad_About_Yourself
660821921001435136,"physically, mentally, emotionally tired.",physically mentally emotionally tired,11/1/2015 14:13:18,-0.770504,S4_lassitute
660276181279772673,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",annoying talk needy emotional care insecure afraid lose,10/31/2015 2:04:43,-0.976397,S2_Feeling_Down
