Tweet_ID,Raw_text,Cleaned_text,Created_at,Sentiment,Annotation
4.15409E+17,Demotivated bc I know I'm going to gain so much weight over Christmas and it petrifies me,de motivated bc gain weight christmas petri fies,12/24/2013 9:10:38,-0.855156,S7_Concentration_Problems
4.15409E+17,RT @ObeyAna_: i would be so much happier if i was 20lbs lighter,happier 20lbs lighter,12/24/2013 9:11:09,0.50003,S6_Feeling_Bad_About_Yourself
4.15409E+17,I seem to be at so many people's goal weight so why can't I be happy at it,people goal weight happy,12/24/2013 9:11:52,-0.834803,S6_Feeling_Bad_About_Yourself
4.1541E+17,"found out my uncle has cancer yesterday, I think my dads Christmas is ruined :/",uncle cancer yesterday dads christmas ruined,12/24/2013 9:12:33,-0.870816,S2_Feeling_Down
4.1541E+17,My dad was telling me and I could see his face crumbling so I gave him a hug for the first time in years,dad telling face crumbling hug time years,12/24/2013 9:13:18,-0.553446,Other
4.1541E+17,It actually felt real nice,felt nice,12/24/2013 9:13:33,0.724954,Other
4.1541E+17,This is going to be my worst Christmas yet,worst christmas,12/24/2013 9:15:54,-0.822002,S2_Feeling_Down
4.15411E+17,RT @gorgeously_mia: Omg exactly #edproblems http://t.co/r3om7YWsuK,omg problems,12/24/2013 9:16:35,-0.55913,Other
4.15411E+17,I used to love Christmas so much but now I feel like I've lost a big part of me,love christmas feel lost big,12/24/2013 9:17:22,-0.747763,S2_Feeling_Down
4.15416E+17,@_alliwantisthin not much to talk about :/ thank you though,talk,12/24/2013 9:38:23,-0.252267,Other
4.15621E+17,scared for tomorrow,scared tomorrow,12/24/2013 23:11:53,-0.837356,S2_Feeling_Down
4.15621E+17,feel like everything I worked for during skinny4xmas will just be thrown away,feel worked skinny 4xmas thrown,12/24/2013 23:12:23,-0.474852,S2_Feeling_Down
4.15621E+17,maybe it won't all be as bad as I'm expecting though...,bad expecting,12/24/2013 23:12:42,-0.66697,Other
4.15621E+17,RT @IntThings: http://t.co/YeYi3eGfUG,,12/24/2013 23:13:25,0,Other
4.15621E+17,"RT @OfficialSanta: 🇬🇧🇬🇧UNITED KINGDOM🇬🇧🇬🇧
 this is your 1 HOUR warning!!!
   TIME TO GET TO BED!!!  #SantaClausIsComingToTown",united kingdom hour warning time bed santa claus coming town,12/24/2013 23:14:12,-0.396346,Other
4.15622E+17,"RT @suicidalscarrs: I wish I was young again, when I was excited for Christmas",young excited christmas,12/24/2013 23:15:00,0.387201,Other
4.15622E+17,Christmas was perf when I was so naive,christmas perf naive,12/24/2013 23:15:34,-0.686135,Other
4.15622E+17,a properly gross Christmas jumper would make tomorrow better tbh,properly gross christmas jumper tomorrow tbh,12/24/2013 23:16:21,0.637373,Other
4.15622E+17,RT @_tw1st3d: Still doesn't feel like Christmas at all tbh,feel christmas tbh,12/24/2013 23:17:00,-0.73946,Other
4.15623E+17,"these days I don't cry anymore, I'm beyond that so I just laugh instead",days cry laugh,12/24/2013 23:18:55,-0.514009,S2_Feeling_Down
4.15623E+17,RT @delicatewaste: everything was so different this time last year,time year,12/24/2013 23:19:36,-0.278301,Other
4.15623E+17,this year my New Years resolutions will just be strict weight/calorie goals,year years resolutions strict weight calorie goals,12/24/2013 23:21:05,0,Other
4.15623E+17,"RT @elegantdaisies: i base my worth on my grades, weight and amount of food i eat and that’s not okay",base worth grades weight amount food eat,12/24/2013 23:21:23,0,S2_Feeling_Down
4.15623E+17,not a single tiny part of me wants to recover,single tiny recover,12/24/2013 23:22:03,-0.611229,S1_little_interest
4.15624E+17,RT @DeservesToDie_X: I give up.,,12/24/2013 23:22:26,0,S2_Feeling_Down
4.15624E+17,"RT @EDSupportNtwrk: #Skinny4Xmas is nearly over!

What a challenge!",skinny 4xmas challenge,12/24/2013 23:26:12,-0.297861,S5_Eating_Disorder
4.15625E+17,going to spend every minute I have by myself tomorrow exercising,spend minute tomorrow exercising,12/24/2013 23:29:17,0.366815,Other
4.1574E+17,Merry Christmas everybody 🎄,merry christmas,12/25/2013 7:03:27,0.653426,Other
4.15872E+17,"want to lose 4lbs by new year, I'll settle for 3 though",lose 4lbs year settle,12/25/2013 15:51:04,-0.568969,Other
4.15873E+17,good thing about Boxing Day? Boxing Day walks 👍,good thing boxing day boxing day walks,12/25/2013 15:54:03,0.353532,Other
4.16004E+17,"going to have so many New Years resolutions, all eating/weight related of course",years resolutions eating weight,12/26/2013 0:32:28,0.360582,Other
4.16256E+17,glad I can set my own calorie intake during #GetChallengED,glad set calorie intake challenged,12/26/2013 17:17:19,0,S5_Eating_Disorder
4.16294E+17,It's so bad but I'm desperate for my family to leave because I want to exercise,bad desperate family leave exercise,12/26/2013 19:48:17,-0.74537,Other
4.16295E+17,mum told me off for not eating much at dinner but I did warn her that I didn't like anything she was cooking,mum told eating dinner warn cooking,12/26/2013 19:49:44,-0.657522,S5_Eating_Disorder
4.16344E+17,RT @brokenalonefat: i hate being fat.,hate fat,12/26/2013 23:04:17,-0.871535,S6_Feeling_Bad_About_Yourself
4.16344E+17,"RT @violetsdaisies: Fat 
Self concious 
0 confidence 
Friendless 
Insecure",fat concious confidence friendless insecure,12/26/2013 23:04:23,-0.597893,S6_Feeling_Bad_About_Yourself
4.16502E+17,I'm so fat and it's disgusting and it just won't go away,fat disgusting,12/27/2013 9:34:24,-0.871092,S6_Feeling_Bad_About_Yourself
4.16718E+17,Wish there wasn't so much fucking food in the house,fucking food house,12/27/2013 23:51:00,-0.716547,S5_Eating_Disorder
4.16718E+17,fuck Christmas,fuck christmas,12/27/2013 23:51:08,-0.729581,Other
4.16719E+17,tomorrow I'm going to come up with exercise plans for #GetChallengED as well as diet plans to go alongside it,tomorrow exercise plans challenged diet plans,12/27/2013 23:53:51,-0.249438,S5_Eating_Disorder
4.16857E+17,"can't lose weight, fuck this",lose weight fuck,12/28/2013 9:01:54,-0.491969,S2_Feeling_Down
4.1687E+17,@EDSupportNtwrk was it just our paypal email addresses you needed?,paypal email addresses,12/28/2013 9:56:44,0,Other
4.1704E+17,RT @EDSupportNtwrk: Taurus: Physical hardship is your strength. Exercise and restrict a lot.,taurus physical hardship strength exercise restrict lot,12/28/2013 21:09:54,0,Other
4.1704E+17,"RT @EDSupportNtwrk: Thin is beautiful, even thinner is perfection.

I only feel beautiful when I'm hungry.

Skip dinner, end up thinner.",thin beautiful thinner perfection feel beautiful hungry skip dinner thinner,12/28/2013 21:10:12,-0.161329,S5_Eating_Disorder
4.17041E+17,there's so much food around me which would be so easy to say yes to but I'm just reading through my timeline and it's helping me so much,food easy reading timeline helping,12/28/2013 21:12:58,0.695242,Other
4.17042E+17,was hungry during the whole of today and it felt goood,hungry felt goood,12/28/2013 21:19:59,0,S5_Eating_Disorder
4.17084E+17,"so the plan for tomorrow is to go to the gym, then tidy my room, and then work out some more",plan tomorrow gym tidy room work,12/29/2013 0:04:59,0.601546,Other
4.17422E+17,Lowest calories in a while today,lowest calories,12/29/2013 22:29:43,-0.73344,Other
4.17422E+17,My parents messed up my plans though and made me go to my grandparents for the day so all I managed to fit in was the gym,parents messed plans grandparents day managed fit gym,12/29/2013 22:30:29,-0.304093,Other
4.17423E+17,so not going shopping tomorrow but instead making plans for #GetChallengED and exercising loads bc free house as well as going to the gym,shopping tomorrow making plans challenged exercising loads bc free house gym,12/29/2013 22:31:49,-0.410284,S5_Eating_Disorder
4.17423E+17,I refuse to eat anything unless I know how many calories are in it bc I hate not having the control of counting,refuse eat calories bc hate control counting,12/29/2013 22:33:38,-0.888902,S5_Eating_Disorder
4.17424E+17,wish I didn't feel the compulsion to weigh myself everyday,feel compulsion weigh everyday,12/29/2013 22:35:06,-0.662923,S6_Feeling_Bad_About_Yourself
4.17424E+17,it sucks,sucks,12/29/2013 22:35:13,-0.874435,Other
4.17424E+17,if I weighed myself less I'm sure I'd feel like I'm making more progress,weighed feel making progress,12/29/2013 22:35:38,0,S6_Feeling_Bad_About_Yourself
4.17424E+17,"bit then I get scared in case I gained bc then at least if I know, I'll know that I need to try harder",bit scared case gained bc harder,12/29/2013 22:36:16,-0.87049,S5_Eating_Disorder
4.17424E+17,fat is just uncomfortable,fat uncomfortable,12/29/2013 22:36:44,-0.702281,S6_Feeling_Bad_About_Yourself
4.17424E+17,can't wait for the Christmas period to be over so there's no food left,wait christmas period food,12/29/2013 22:37:21,0,S5_Eating_Disorder
4.17425E+17,I wanna go shopping so badly tomorrow but then I can't pretend to my sisters like I met a friend for lunch and had dinner ugh,shopping badly tomorrow pretend sisters met friend lunch dinner ugh,12/29/2013 22:40:17,-0.844966,S5_Eating_Disorder
4.17425E+17,But I'd rather skip dinner than shop so yh,skip dinner shop yh,12/29/2013 22:40:54,-0.730974,S5_Eating_Disorder
4.17426E+17,RT @elegantdaisies: i check up on so many peoples twitters to make sure that they're ok but i bet no one does it to me hahahaha,check peoples twitter y're bet hahahaha,12/29/2013 22:43:26,0.523478,Other
4.17429E+17,I kind of wish I wanted to recover but I just can't find it in me,kind wanted recover find,12/29/2013 22:56:08,-0.771244,S1_little_interest
4.17432E+17,@staystrongfore6 don't think I deserve the effort it takes to fight for me tho :/ but ily 💕,deserve effort takes fight ily,12/29/2013 23:08:06,-0.655817,Other
4.17699E+17,"No dinner tonight, thank you very much",dinner tonight,12/30/2013 16:49:10,0.327417,S5_Eating_Disorder
4.177E+17,RT @SkinnyDreamer5: Who else thinks that feeling empty feels wayyyyyy better than feeling full,thinks feeling empty feels yyyy feeling full,12/30/2013 16:54:58,-0.704699,S5_Eating_Disorder
4.17701E+17,made cake pops for everyone for nye today,cake pops nye,12/30/2013 16:55:45,0.511894,Other
4.17725E+17,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,12/30/2013 18:32:24,-0.999987,Other
4.17725E+17,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuckk,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuckk,12/30/2013 18:33:07,-0.99998,Other
4.17725E+17,fuck,fuck,12/30/2013 18:33:15,-0.675833,Other
4.17794E+17,RT @toohard2smile: I swear too much aha,swear aha,12/30/2013 23:08:37,0,Other
4.17795E+17,"we have loads of alcohol for tomorrow but I'm so scared because as much as I want to get completely wasted, calories...",loads alcohol tomorrow scared completely wasted calories,12/30/2013 23:11:36,-0.943359,S5_Eating_Disorder
4.17795E+17,"but if I drink then I'll just mix, cus then I'll be sick and so it will mostly be purged",drink mix sick purged,12/30/2013 23:12:11,-0.745313,S5_Eating_Disorder
4.17796E+17,hunger pains are a bit like a little private round of applause,hunger pains bit private applause,12/30/2013 23:14:01,-0.313037,S5_Eating_Disorder
4.17796E+17,probably not a good idea to drink tomorrow when I plan on eating nothing during the day...,good idea drink tomorrow plan eating day,12/30/2013 23:14:29,-0.67843,S5_Eating_Disorder
4.17796E+17,"oh well, shit happens",shit,12/30/2013 23:14:43,-0.759216,Other
4.17796E+17,and I need to get skinny so who cares anyway,skinny cares,12/30/2013 23:14:56,-0.684038,Other
4.17798E+17,"I hate it when people tell me I'm cold bc I've 'got no meat on me' - it's like no you dickhead, it's called winter",hate people cold bc 'got meat me' dickhead called winter,12/30/2013 23:23:59,-0.865318,Other
4.17798E+17,"the more people tell me to eat, the less and less I will eat",people eat eat,12/30/2013 23:24:19,-0.460304,S5_Eating_Disorder
4.17799E+17,"I'm only looking forward to New Years because at 00:06 on New Year's Day it will be me and my boyf's 2 year, sorry I'm pathetic ✌️",forward years 0006 year day boyf's year pathetic,12/30/2013 23:26:29,-0.920377,Other
4.17799E+17,my boyfriend is the only thing that's got me through this year,boyfriend thing year,12/30/2013 23:27:00,-0.249268,Other
4.17799E+17,this year has been kind of shit,year kind shit,12/30/2013 23:27:09,-0.537195,S2_Feeling_Down
4.17799E+17,I've lost two different groups of friends,lost groups friends,12/30/2013 23:27:26,-0.667048,Other
4.17799E+17,My best friend went inpatient,friend inpatient,12/30/2013 23:27:48,0,Other
4.17799E+17,We just found out my uncle has cancer,uncle cancer,12/30/2013 23:28:06,-0.771319,Other
4.17799E+17,but I still have my boyfriend,boyfriend,12/30/2013 23:28:23,-0.298784,Other
4.17799E+17,And I've gained two new best friends,gained friends,12/30/2013 23:28:35,0.605764,Other
4.17799E+17,So I guess I've got lots to be grateful for,guess lots grateful,12/30/2013 23:28:50,0.755109,Other
4.178E+17,I guess it's just a shame I'm shame I'm so fat then,guess shame shame fat,12/30/2013 23:29:14,-0.925163,S6_Feeling_Bad_About_Yourself
4.178E+17,RT @NotHungry64: This is genuinely my life!! http://t.co/a2dxYrEqVc,genuinely life,12/30/2013 23:31:45,0.780435,Other
4.178E+17,I love school holidays bc I don't have to see anyone which means my anxiety stays relatively low compared to normal,love school holidays bc anxiety stays low compared normal,12/30/2013 23:32:39,-0.544025,Other
4.17801E+17,"RT @i_h4te_myself: Hey, the walls keep crumbling down but I'll stand brave, 
Love is just an empty word you say,
I found loyalty and it was…",hey walls crumbling stand brave love empty word loyalty,12/30/2013 23:35:03,0.225493,Other
4.17802E+17,my ED has ruined so many friendships this year bc whenever I'm invited out it's always to eat so I have to say no,ruined friendships year bc invited eat,12/30/2013 23:37:46,-0.752517,S5_Eating_Disorder
4.17804E+17,@5secondsofzoee it suck huh 😞,suck huh,12/30/2013 23:44:56,-0.825361,Other
4.18485E+17,ugh don't know when I can go to the gym next 😞,ugh gym,1/1/2014 20:52:33,-0.798891,S2_Feeling_Down
4.18486E+17,I haven't slept in 40 hours and I'm dying right now,slept 40 hours dying,1/1/2014 20:56:42,-0.61288,S3_Sleep_Disorder
4.18744E+17,just had my biggest binge in a long time and I'm feeling like shit,biggest binge time feeling shit,1/2/2014 14:03:05,-0.871284,S5_Eating_Disorder
4.18744E+17,I'm done being a failure so I'll spend the rest if today just exercising,failure spend rest exercising,1/2/2014 14:03:44,-0.542183,S6_Feeling_Bad_About_Yourself
4.18872E+17,done so so much exercise today,exercise,1/2/2014 22:30:37,-0.416327,Other
4.18872E+17,can't wait to go to the gym tomorrow though,wait gym tomorrow,1/2/2014 22:30:53,0,Other
4.18887E+17,RT @IAlreadyAte64: “@emotionalscxrs: Omg look at this girls progress (right to left) wish I was this lucky 😭 http://t.co/N34TnXXaZY”wow.,omg girls progress lucky,1/2/2014 23:32:05,0.750329,Other
4.18888E+17,I'm not eating anything tomorrow and I'm going to the gym plus doing a shit tonne of cardio and exercises at home,eating tomorrow gym shit tonne cardio exercises,1/2/2014 23:34:01,-0.728761,S5_Eating_Disorder
4.18889E+17,RT @lmloosingmyself: I was so happy and felt good then I ate 😭,happy felt good ate,1/2/2014 23:36:17,0.599193,S5_Eating_Disorder
4.18889E+17,need to get higher points for #GetChallengED tomorrow,higher points challenged tomorrow,1/2/2014 23:36:53,-0.622915,S5_Eating_Disorder
4.18889E+17,mum forced us to have family time which ruined my plans for this evenings exercise,mum forced family time ruined plans evenings exercise,1/2/2014 23:37:27,-0.776792,Other
4.18889E+17,RT @lmloosingmyself: So jealous for the girls who can fast for good amount of days and weight drops 😫 like gimme your control all I do is b…,jealous girls fast good amount days weight drops gimme control,1/2/2014 23:38:14,-0.402435,S6_Feeling_Bad_About_Yourself
4.1889E+17,RT @dietcokexx: I am my own bully.,bully,1/2/2014 23:43:16,-0.696679,S6_Feeling_Bad_About_Yourself
4.1889E+17,RT @what_happ3n3d: I NEED THINSPIRATION D:,THiNSPiRATiON,1/2/2014 23:43:23,-0.66562,Other
4.19232E+17,at a party at my boyfriends and I just want to go home,party boyfriends,1/3/2014 22:19:43,-0.276969,S1_little_interest
4.19376E+17,"RT @Ana_Whore: Reality:I will never look the way i wanna look
No one cares
Im no one important

Dreaming is bullshit. Its all hopeless &amp; pa…",reality care sim dreaming bullshit hopeless amp pa,1/4/2014 7:53:38,-0.677475,S6_Feeling_Bad_About_Yourself
4.19573E+17,"haven't had dinner for 3 days now, I do not want dinner again tomorrow",dinner days dinner tomorrow,1/4/2014 20:55:17,-0.603935,S5_Eating_Disorder
4.19821E+17,just found out that my mum cheated on my dad last year and it's really shaken me,mum cheated dad year shaken,1/5/2014 13:23:20,-0.501333,Other
4.19821E+17,I don't think anyone else knows so my anxiety has shot sky high,anxiety shot sky,1/5/2014 13:23:38,-0.32507,S2_Feeling_Down
4.19822E+17,I keep having mini panic attacks and I can't deal with this at work,mini panic attacks deal work,1/5/2014 13:24:07,-0.887861,S2_Feeling_Down
4.19822E+17,Can't stop shaking,shaking,1/5/2014 13:24:18,-0.430307,S8_Moving_Slowly
4.19822E+17,It's ironic that my boyfriend said just yesterday that my parents are so in love and nothing would ever pull them apart,ironic boyfriend yesterday parents love pull,1/5/2014 13:25:03,0.424309,Other
4.19822E+17,I'm doubting everything now,doubting,1/5/2014 13:25:13,-0.605195,Other
4.19822E+17,Ugh she disgusts me so much,ugh disgusts,1/5/2014 13:25:31,-0.91715,Other
4.19822E+17,Dad deserves so much more than that,dad deserves,1/5/2014 13:25:43,-0.355687,Other
4.19822E+17,I thought both of their worlds revolved around each other. Obviously not.,thought worlds revolved,1/5/2014 13:26:31,-0.321845,Other
4.19822E+17,It explains why my mum gets weird about me going anywhere near her phone,explains mum weird phone,1/5/2014 13:26:53,-0.77282,Other
4.19823E+17,glad I've got tomorrow off school,glad tomorrow school,1/5/2014 13:28:11,0.220403,Other
4.19823E+17,I don't even feel guilty about lying to my mum about food or anything now,feel guilty lying mum food,1/5/2014 13:28:48,-0.837242,S5_Eating_Disorder
4.19823E+17,this is going to make it easier for me if I feel less guilt,easier feel guilt,1/5/2014 13:29:08,-0.53895,Other
4.19865E+17,I'm back to getting skinny#,skinny,1/5/2014 16:17:21,-0.319089,Other
4.1994E+17,Dinner was so awkward sat between my mum and dad,dinner awkward sat mum dad,1/5/2014 21:15:57,-0.713509,Other
4.19941E+17,"made this, piled on loads of cream, then tipped it down the toilet, fooled my mum http://t.co/21R1VQeAJR",piled loads cream tipped toilet fooled mum,1/5/2014 21:18:08,-0.855178,Other
4.20153E+17,"800 cal burnt at the gym, not having dinner, good day 👍",800 cal burnt gym dinner good day,1/6/2014 11:22:48,-0.594626,S5_Eating_Disorder
4.20311E+17,not going to weigh myself for a week so hopefully I'll actually see some decent progress that way,weigh week decent progress,1/6/2014 21:46:53,0.717015,Other
4.20328E+17,dreading going back to school tomorrow,dreading school tomorrow,1/6/2014 22:58:12,-0.849924,S1_little_interest
4.20329E+17,I used to think I had control,control,1/6/2014 23:02:03,-0.292869,Other
4.20329E+17,now I can't stop,,1/6/2014 23:02:11,-0.579599,Other
4.2033E+17,my boyfriend doesn't get that I didn't chose for it to all take over,boyfriend chose,1/6/2014 23:02:30,-0.678534,Other
4.2033E+17,"gained like 6lb recently ugh and I was so much happier at the lower weight, I'm scared to go out in public now",gained 6lb ugh happier lower weight scared,1/6/2014 23:03:26,-0.900297,S5_Eating_Disorder
4.20477E+17,@WonderlandSHD you too! Love you 💕,love,1/7/2014 8:47:00,0.484777,Other
4.21018E+17,"I used to be so happy of I burnt 500 cal at the gym, today I burnt 900 and felt like I hadn't done nearly enough",happy burnt 500 cal gym burnt 900 felt,1/8/2014 20:37:51,-0.807584,Other
4.21038E+17,fasting from now,fasting,1/8/2014 21:57:03,0,S5_Eating_Disorder
4.21327E+17,19 hours,19 hours,1/9/2014 17:06:07,0,Other
4.21406E+17,managed to accidentally fall back onto the gum and diet lemonade diet.. oops,managed accidentally fall gum diet lemonade diet oops,1/9/2014 22:19:48,-0.775049,S5_Eating_Disorder
4.21407E+17,"RT @BodyIssues234: So many of the kids at my school drink alcohol and do drugs and I'm just there like, water is my BFF. #Innocent",kids school drink alcohol drugs water bff innocent,1/9/2014 22:23:38,0.502567,Other
4.21408E+17,I've been so consumed by this I've let my grades slip loads,consumed grades slip loads,1/9/2014 22:26:27,-0.749729,S7_Concentration_Problems
4.21408E+17,now I've got a psychology mock tomorrow and my teacher isn't even going to understand why the grade I'll get is shit,psychology mock tomorrow teacher understand grade shit,1/9/2014 22:27:15,-0.915126,Other
4.21409E+17,"grades can decrease by 10% if you drink alcohol within the months leading up to exams, that's an excuse for not drinking on my 18th 👍",grades decrease 10 drink alcohol months leading exams excuse drinking 18th,1/9/2014 22:30:01,-0.681038,Other
4.21409E+17,I don't understand why my boyf is always so lovely to me,understand boy lovely,1/9/2014 22:32:02,0,Other
4.22086E+17,this is becoming an endless cycle,endless cycle,1/11/2014 19:22:50,-0.555886,Other
4.22086E+17,hardly tweeted at all recently,tweet,1/11/2014 19:23:53,-0.579063,Other
4.22087E+17,I just feel like everything is getting on top of me,feel top,1/11/2014 19:24:09,0.24503,S2_Feeling_Down
4.22087E+17,RT @teenagexsuicide: !!!!!!! http://t.co/icPQPcwBxv,,1/11/2014 19:25:49,0.533904,Other
4.22087E+17,"I can see my best friend getting so much better in inpatient and it makes me want to recover for her, but it's just not my time",friend inpatient recover time,1/11/2014 19:26:38,-0.491001,Other
4.22088E+17,I can't stop thinking that I could have done more to stop her getting so ill,thinking,1/11/2014 19:27:57,-0.740294,Other
4.23149E+17,one of my sisters is losing weight accidentally even though she eats so much,sisters losing weight accidentally eats,1/14/2014 17:44:47,-0.725549,Other
4.23149E+17,my other is desperately trying to lose weight because she's bigger than the rest of us,desperately lose weight bigger rest,1/14/2014 17:45:02,-0.819754,Other
4.23149E+17,my really skinny but healthy parents are constantly on a diet,skinny healthy parents constantly diet,1/14/2014 17:45:22,0.556891,Other
4.23149E+17,and supposed to not care about my weight,supposed care weight,1/14/2014 17:45:38,-0.820015,Other
4.23149E+17,my family basically are my motivation,family basically motivation,1/14/2014 17:46:44,-0.448505,Other
4.23149E+17,I've always been the skinniest and the smallest and the thought of not being anymore is horrible,skin ni est smallest thought horrible,1/14/2014 17:47:15,-0.714169,Other
4.23149E+17,all any of my family talk about is their weight and it's horrible,family talk weight horrible,1/14/2014 17:47:33,-0.851619,Other
4.2315E+17,my skinny pig of a sister always goes on about how she's losing weight and she can't stop it and how she's two dress sizes smaller,skinny pig sister losing weight dress sizes smaller,1/14/2014 17:48:11,-0.69369,Other
4.2315E+17,&amp; it's killing me bc it makes me feel like I'll never recover bc every time I try they're telling me how much weigh they're losing ugh,amp killing bc feel recover bc time y're telling weigh y're losing ugh,1/14/2014 17:49:22,-0.901261,Other
4.23192E+17,mum has let me start running again 👍,mum start running,1/14/2014 20:34:59,0,Other
4.23223E+17,I want to move in with my boyfriend so badly at the moment,move boyfriend badly moment,1/14/2014 22:39:32,-0.837954,Other
4.23224E+17,3 gigs in the next three months and I want to reach a new goal weight for each one,gigs months reach goal weight,1/14/2014 22:43:08,-0.340611,Other
4.23224E+17,"RT @iwantskinnynow_: if you need some tips that are gonna help you weigh less, eat with your non-dominate hand. you're going to eat so much…",tips weigh eat dominate hand eat,1/14/2014 22:43:40,0.652216,Other
